X,Y,Z,R,G,B
-85.30152930297852,29.803700627441405,14.34099960327148,160,170,142
-85.30152167358399,29.803702534790038,18.44000053405762,155,153,131
-85.30153693237305,29.803700627441405,18.40099906921387,160,170,142
-85.30153693237305,29.803698720092772,16.81900024414063,156,163,133
-85.30154456176759,29.80369681274414,14.57900047302246,165,165,134
-85.30154456176759,29.803698720092772,18.27000045776367,156,163,133
-85.30155219116212,29.80369681274414,18.20000076293945,165,165,134
-85.30155982055665,29.803694905395506,17.83099937438965,162,167,142
-85.30156744995118,29.803692998046873,17.27899932861328,173,176,159
-85.30158270874024,29.80369109069824,13.40799999237061,186,187,167
-85.30158270874024,29.80369109069824,15.9689998626709,169,171,143
-85.30159033813477,29.803689183349608,13.40799999237061,189,190,169
-85.3015979675293,29.803685368652342,9.71100044250488,156,162,142
-85.30159033813477,29.80369109069824,16.64800071716309,186,187,167
-85.30159033813477,29.803689183349608,15.82800006866455,186,187,167
-85.30161322631837,29.80368346130371,8.82100009918213,168,174,144
-85.3015979675293,29.803687276000975,15.56900024414063,162,166,153
-85.30160559692384,29.803685368652342,13.17000007629395,156,162,142
-85.30161322631837,29.80368346130371,10.64099979400635,168,174,144
-85.30161322631837,29.80368346130371,12.72799968719482,168,174,144
-85.30162848510743,29.803681553955077,10.97000026702881,161,170,144
-85.30152167358399,29.803692998046873,14.60000038146973,155,155,135
-85.30152167358399,29.803692998046873,17.65999984741211,155,155,135
-85.30152930297852,29.803692998046873,16.55999946594238,155,155,135
-85.30153693237305,29.80369109069824,13.89900016784668,170,171,152
-85.30152930297852,29.803692998046873,18.41900062561035,170,171,152
-85.30153693237305,29.80369109069824,17.98900032043457,173,173,150
-85.30155219116212,29.803685368652342,12.67099952697754,174,173,150
-85.30154456176759,29.803689183349608,17.9680004119873,165,165,134
-85.30154456176759,29.803689183349608,17.33099937438965,145,155,121
-85.30155219116212,29.803687276000975,18.04999923706055,145,155,121
-85.30155982055665,29.803687276000975,17.02899932861328,174,173,150
-85.30156744995118,29.803685368652342,17.17900085449219,178,178,162
-85.30157507934571,29.80368346130371,17.2180004119873,183,185,161
-85.30158270874024,29.803681553955077,16.32799911499023,189,190,169
-85.3015979675293,29.80367773925781,10.7810001373291,130,145,117
-85.3015979675293,29.80367773925781,13.9689998626709,130,145,117
-85.30160559692384,29.80367773925781,12.68900012969971,130,145,117
-85.30160559692384,29.803675831909178,10.98799991607666,125,142,119
-85.30161322631837,29.803673924560545,9.6899995803833,125,142,119
-85.30160559692384,29.80367773925781,14.10900020599365,130,145,117
-85.30162848510743,29.803672017211913,10.37800025939941,120,146,119
-85.30163611450196,29.80367010986328,10.18900012969971,94,125,99
-85.30151404418946,29.803689183349608,17.8700008392334,155,158,144
-85.30152167358399,29.803689183349608,17.05999946594238,166,166,147
-85.30152167358399,29.803687276000975,15.39900016784668,166,166,147
-85.30152930297852,29.803685368652342,14.35900020599365,175,170,149
-85.30152167358399,29.803687276000975,18.05900001525879,166,166,147
-85.30153693237305,29.803685368652342,14.72799968719482,175,170,149
-85.30152930297852,29.803687276000975,18.22999954223633,175,170,149
-85.30154456176759,29.803685368652342,17.6299991607666,156,161,133
-85.30155219116212,29.80368346130371,17.20899963378906,145,155,121
-85.30155982055665,29.803681553955077,16.82799911499023,174,173,150
-85.30156744995118,29.803679646606444,16.80999946594238,163,173,145
-85.30157507934571,29.80367773925781,16.80999946594238,192,190,169
-85.30158270874024,29.803675831909178,16.48999977111816,181,183,165
-85.30159033813477,29.803673924560545,13.72799968719482,159,165,146
-85.3015979675293,29.803672017211913,13.95100021362305,130,145,117
-85.3016208557129,29.803668202514647,11.08899974822998,128,155,115
-85.30162848510743,29.803666295166014,11.35099983215332,128,155,115
-85.30162848510743,29.803666295166014,9.93000030517578,133,144,113
-85.30163611450196,29.803666295166014,11.68900012969971,133,144,113
-85.30151404418946,29.803679646606444,15.17000007629395,172,175,150
-85.30152167358399,29.80367773925781,15.27099990844727,142,154,136
-85.30152930297852,29.80367773925781,14.60900020599365,165,168,143
-85.30152930297852,29.80367773925781,13.45100021362305,165,168,143
-85.30153693237305,29.803675831909178,14.6879997253418,165,168,143
-85.30153693237305,29.80367773925781,16.97999954223633,150,155,132
-85.30155219116212,29.803673924560545,12.54899978637695,130,145,115
-85.30154456176759,29.803675831909178,16.67000007629395,150,155,132
-85.30155219116212,29.803673924560545,16.88899993896484,130,145,115
-85.30155982055665,29.803672017211913,16.38899993896484,146,163,133
-85.30156744995118,29.80367010986328,14.96000003814697,164,174,142
-85.30156744995118,29.80367010986328,16.32799911499023,164,174,142
-85.30157507934571,29.80367010986328,16.48999977111816,190,192,172
-85.30159033813477,29.803666295166014,13.72799968719482,175,175,155
-85.3015979675293,29.80366438781738,13.72799968719482,150,158,134
-85.30160559692384,29.80366248046875,9.93000030517578,114,135,102
-85.30160559692384,29.80366438781738,13.72799968719482,130,135,113
-85.30160559692384,29.80366248046875,11.86900043487549,126,141,104
-85.30161322631837,29.803660573120116,10.61900043487549,126,141,104
-85.3016208557129,29.803660573120116,11.76799964904785,157,166,127
-85.3016208557129,29.803658665771483,10.64999961853027,157,166,127
-85.30162848510743,29.803658665771483,10.85099983215332,146,153,122
-85.30152167358399,29.80367010986328,10.64099979400635,154,158,140
-85.30152930297852,29.80367010986328,10.97000026702881,156,164,137
-85.30152167358399,29.803672017211913,15.10000038146973,142,154,136
-85.30152930297852,29.80367010986328,14.81900024414063,156,164,137
-85.30154456176759,29.803666295166014,11.21100044250488,146,152,128
-85.30154456176759,29.803666295166014,10.03999996185303,139,147,119
-85.30153693237305,29.803668202514647,14.92000007629395,146,152,128
-85.30155982055665,29.80366248046875,8.26000022888184,144,163,130
-85.30154456176759,29.803668202514647,16.60899925231934,146,152,128
-85.30154456176759,29.803666295166014,14.9689998626709,139,147,119
-85.30155219116212,29.803666295166014,16.67000007629395,139,147,119
-85.30155982055665,29.803666295166014,16.67900085449219,144,163,130
-85.30155982055665,29.80366438781738,15.21000003814697,144,163,130
-85.30157507934571,29.803660573120116,11.43900012969971,187,187,173
-85.30156744995118,29.80366248046875,15.60900020599365,164,174,142
-85.30158270874024,29.803658665771483,11.44799995422363,155,151,147
-85.30159033813477,29.803658665771483,12.75899982452393,155,151,147
-85.3015979675293,29.80365675842285,9.91800022125244,113,115,116
-85.30159033813477,29.803658665771483,13.2189998626709,113,115,116
-85.30160559692384,29.803654851074217,9.27799987792969,114,135,102
-85.30160559692384,29.803654851074217,10.97000026702881,126,141,104
-85.30161322631837,29.803652943725584,10.10999965667725,126,141,104
-85.3016208557129,29.803652943725584,10.89099979400635,159,170,140
-85.3016208557129,29.80365103637695,9.6899995803833,159,170,140
-85.3016208557129,29.80365103637695,11.39999961853027,159,170,140
-85.30162848510743,29.80365103637695,10.72900009155273,153,163,141
-85.30152167358399,29.803660573120116,10.75,170,164,153
-85.30152167358399,29.80366248046875,14.91100025177002,154,158,140
-85.30152167358399,29.80366248046875,14.07900047302246,170,164,153
-85.30152930297852,29.803658665771483,10.56999969482422,153,164,140
-85.30152930297852,29.803660573120116,15.17899990081787,170,164,153
-85.30153693237305,29.80365675842285,10.78999996185303,162,169,143
-85.30154456176759,29.80365675842285,9.82100009918213,162,169,143
-85.30155219116212,29.803654851074217,9.73799991607666,157,165,137
-85.30154456176759,29.80365675842285,14.00899982452393,162,169,143
-85.30155219116212,29.80365675842285,14.0600004196167,157,165,137
-85.30155982055665,29.803654851074217,13.58800029754639,165,170,143
-85.30157507934571,29.80365103637695,11.28999996185303,178,182,169
-85.3015979675293,29.803645314331053,9.16800022125244,91,107,103
-85.30160559692384,29.803645314331053,10.02799987792969,91,107,103
-85.30151404418946,29.803654851074217,14.06999969482422,196,194,178
-85.30152167358399,29.803652943725584,11.85999965667725,170,164,153
-85.30152167358399,29.803654851074217,14.38000011444092,170,164,153
-85.30152930297852,29.803652943725584,12.4689998626709,173,173,148
-85.30154456176759,29.80364912902832,10.16800022125244,171,171,145
-85.30154456176759,29.80364912902832,12.77999973297119,171,171,145
-85.30155219116212,29.803647221679686,10.35999965667725,171,171,145
-85.30155219116212,29.80364912902832,13.75899982452393,171,171,145
-85.30155219116212,29.803647221679686,12.35099983215332,176,176,154
-85.30155982055665,29.803647221679686,13.43900012969971,176,176,154
-85.30157507934571,29.80364340698242,9.52799987792969,182,182,164
-85.30152167358399,29.80364912902832,10.21100044250488,174,168,156
-85.30152167358399,29.80364912902832,13.75899982452393,174,168,156
-85.30152930297852,29.80364912902832,12.26799964904785,174,168,156
-85.30153693237305,29.803645314331053,10.69900035858154,164,170,145
-85.30154456176759,29.803645314331053,9.66800022125244,164,170,145
-85.30155219116212,29.80364340698242,10.03999996185303,176,172,149
-85.30155219116212,29.80364340698242,12.31999969482422,176,172,149
-85.30155982055665,29.803641499633788,10.22900009155273,181,178,157
-85.30156744995118,29.803641499633788,10.18000030517578,182,182,164
-85.30157507934571,29.803637684936522,9.50100040435791,193,191,175
-85.30161322631837,29.803631962890623,7.82999992370605,142,143,129
-85.30154456176759,29.803631962890623,9.26000022888184,180,175,155
-85.30155219116212,29.80363005554199,9.78999996185303,180,175,155
-85.30155982055665,29.80363005554199,9.82999992370605,180,175,154
-85.30159033813477,29.80362242614746,5.9980001449585,185,182,170
-85.30159033813477,29.80362242614746,7.37900018692017,168,166,151
-85.30159033813477,29.80362242614746,6.51100015640259,168,166,151
-85.3015979675293,29.80362242614746,8.81799983978271,168,166,151
-85.3015979675293,29.803620518798827,7.76900005340576,168,166,151
-85.30160559692384,29.803620518798827,7.61999988555908,152,154,136
-85.30161322631837,29.803618611450194,6.05900001525879,143,147,132
-85.30161322631837,29.803618611450194,8.57999992370605,143,147,132
-85.3016208557129,29.803618611450194,8.65900039672852,126,139,129
-85.30162848510743,29.803614796752928,7.40100002288818,120,137,125
-85.30153693237305,29.80363005554199,17.29999923706055,174,171,152
-85.30154456176759,29.803628148193358,16.95899963378906,180,175,155
-85.30159033813477,29.803618611450194,6.87900018692017,185,182,170
-85.30159033813477,29.80361670410156,6.34899997711182,185,182,170
-85.30159033813477,29.803618611450194,8.55900001525879,168,166,151
-85.3015979675293,29.80361670410156,8.26000022888184,156,157,138
-85.30160559692384,29.803614796752928,7.15100002288818,156,157,138
-85.30160559692384,29.803614796752928,8.51000022888184,156,157,138
-85.30161322631837,29.803614796752928,7.2480001449585,138,144,131
-85.30161322631837,29.803612889404295,8.12899971008301,138,144,131
-85.3016208557129,29.803612889404295,6.87900018692017,125,136,116
-85.30162848510743,29.803610982055663,7.45800018310547,120,137,125
-85.30152930297852,29.803620518798827,10.26000022888184,166,164,139
-85.30152930297852,29.80362242614746,16.6879997253418,150,158,135
-85.30152930297852,29.80362242614746,17.95000076293945,166,164,139
-85.30153693237305,29.803620518798827,17.85799980163574,174,176,155
-85.30154456176759,29.803618611450194,17.52000045776367,181,178,159
-85.30155982055665,29.80361670410156,17.45899963378906,186,181,165
-85.30159033813477,29.80360907470703,7.13800001144409,183,182,170
-85.30155982055665,29.80361670410156,17.59900093078613,194,192,177
-85.3015979675293,29.803607167358397,8.59799957275391,160,166,142
-85.30160559692384,29.803605260009764,7.17799997329712,160,166,142
-85.30160559692384,29.803605260009764,9.30900001525879,160,166,142
-85.30160559692384,29.803605260009764,8.57999992370605,163,164,139
-85.3016208557129,29.80360335266113,8.17800045013428,123,150,119
-85.30162848510743,29.8036014453125,8.31799983978271,123,150,119
-85.30152930297852,29.803614796752928,10.18900012969971,151,159,131
-85.30152930297852,29.803614796752928,11.35999965667725,151,159,131
-85.30152167358399,29.80361670410156,16.73999977111816,150,158,135
-85.30152930297852,29.80361670410156,17.70899963378906,151,159,131
-85.30153693237305,29.803614796752928,17.85799980163574,151,159,131
-85.30154456176759,29.803614796752928,17.95000076293945,168,171,143
-85.30154456176759,29.803612889404295,16.82799911499023,175,174,151
-85.30155219116212,29.803612889404295,17.8700008392334,175,174,151
-85.30158270874024,29.80360335266113,7.65000009536743,185,181,169
-85.30155982055665,29.803610982055663,17.84000015258789,191,186,170
-85.30159033813477,29.80360335266113,8.11999988555908,175,173,155
-85.3015979675293,29.8036014453125,6.51100015640259,175,173,155
-85.3015979675293,29.8036014453125,8.43099975585938,175,173,155
-85.30160559692384,29.803599537963866,8.61999988555908,160,166,142
-85.30161322631837,29.803597630615233,8.61999988555908,180,182,157
-85.30152167358399,29.80360907470703,11.09799957275391,141,154,121
-85.30151404418946,29.803610982055663,17.27000045776367,190,187,173
-85.30152167358399,29.80360907470703,17.51099967956543,135,151,130
-85.30152930297852,29.80360907470703,17.8700008392334,158,162,134
-85.30153693237305,29.803607167358397,18.1299991607666,151,158,129
-85.30154456176759,29.803605260009764,17.95899963378906,161,167,142
-85.30155219116212,29.80360335266113,18.14800071716309,161,167,142
-85.30155982055665,29.80360335266113,17.44099998474121,176,176,157
-85.30156744995118,29.8036014453125,16.73999977111816,195,193,179
-85.3015979675293,29.803593815917967,7.72100019454956,179,176,159
-85.30160559692384,29.803591908569334,7.81799983978271,177,182,155
-85.30161322631837,29.8035900012207,8.47000026702881,180,182,157
-85.30161322631837,29.8035900012207,7.59000015258789,193,191,171
-85.30152167358399,29.803597630615233,10.90900039672852,125,141,114
-85.30152167358399,29.803599537963866,16.88899993896484,161,168,142
-85.30152167358399,29.803599537963866,17.25799942016602,125,141,114
-85.30153693237305,29.803597630615233,17.09000015258789,145,152,132
-85.30154456176759,29.803593815917967,13.85000038146973,162,165,143
-85.30153693237305,29.8035957232666,17.8799991607666,162,165,143
-85.30154456176759,29.8035957232666,16.91900062561035,162,165,143
-85.30155219116212,29.803593815917967,14.33800029754639,169,167,145
-85.30155219116212,29.803593815917967,17.55999946594238,169,167,145
-85.30155982055665,29.803593815917967,17.72999954223633,181,177,157
-85.30156744995118,29.803591908569334,17.1299991607666,203,201,185
-85.30157507934571,29.80358809387207,13.46000003814697,201,196,186
-85.30152167358399,29.803593815917967,9.25100040435791,138,154,126
-85.30152167358399,29.8035957232666,16.77000045776367,125,141,114
-85.30152930297852,29.803591908569334,12.68900012969971,145,152,132
-85.30152930297852,29.803593815917967,17.2180004119873,125,141,114
-85.30153693237305,29.803591908569334,13.81099987030029,162,165,143
-85.30153693237305,29.803593815917967,17.25799942016602,145,152,132
-85.30154456176759,29.8035900012207,14.27999973297119,173,172,146
-85.30154456176759,29.803591908569334,17.8700008392334,162,165,143
-85.30155219116212,29.8035900012207,17.79999923706055,169,167,145
-85.30155982055665,29.80358809387207,17.45899963378906,186,182,154
-85.30156744995118,29.803586186523436,17.05999946594238,203,201,184
-85.30152167358399,29.803584279174803,9.76900005340576,155,157,131
-85.30152930297852,29.803584279174803,10.56999969482422,155,157,131
-85.30152167358399,29.803586186523436,16.99900054931641,155,157,131
-85.30152930297852,29.803584279174803,17.49900054931641,163,163,139
-85.30153693237305,29.803584279174803,17.59900093078613,163,163,139
-85.30154456176759,29.803580464477538,14.47799968719482,182,175,154
-85.30154456176759,29.80358237182617,17.48900032043457,173,172,146
-85.30155219116212,29.803580464477538,14.65799999237061,182,175,154
-85.30155219116212,29.803580464477538,17.40999984741211,182,175,154
-85.30155219116212,29.803580464477538,16.42900085449219,189,185,164
-85.30156744995118,29.803576649780272,13.42000007629395,202,200,185
-85.30151404418946,29.803576649780272,10.56999969482422,182,180,159
-85.30152167358399,29.803576649780272,9.83899974822998,184,182,163
-85.30152930297852,29.80357474243164,10.29899978637695,184,182,163
-85.30153693237305,29.803572835083006,10.29899978637695,179,174,155
-85.30153693237305,29.803570927734373,8.63799953460693,178,177,159
-85.30152167358399,29.803576649780272,16.77899932861328,184,182,163
-85.30152930297852,29.80357474243164,13.56999969482422,179,174,155
-85.30152930297852,29.803576649780272,16.92900085449219,179,174,155
-85.30153693237305,29.80357474243164,14.5600004196167,182,178,155
-85.30153693237305,29.80357474243164,16.7180004119873,182,178,155
-85.30154456176759,29.803572835083006,14.36800003051758,178,177,159
-85.30155219116212,29.803570927734373,14.56900024414063,179,175,157
-85.30152167358399,29.803567113037108,10.22900009155273,174,175,153
-85.30153693237305,29.803565205688475,8.59799957275391,178,177,159
-85.30154456176759,29.803563298339842,8.47999954223633,179,175,157
-85.30153693237305,29.803567113037108,14.15799999237061,177,174,152
-85.30154456176759,29.803565205688475,14.01799964904785,178,177,159
-85.30155219116212,29.803563298339842,14.0600004196167,179,175,157
-85.30152167358399,29.803721608276366,17.47999954223633,161,170,149
-85.30153693237305,29.803723515625,12.35999965667725,106,126,113
-85.30152930297852,29.803721608276366,12.37800025939941,135,140,122
-85.30155982055665,29.803721608276366,18.41900062561035,89,112,111
-85.30155219116212,29.803719700927733,18.62899971008301,82,107,100
-85.30154456176759,29.8037177935791,18.52000045776367,82,107,100
-85.30155219116212,29.803719700927733,17.27000045776367,82,107,100
-85.30153693237305,29.803715886230467,18.34900093078613,106,126,113
-85.30152930297852,29.803713978881834,18.35799980163574,148,156,122
-85.30154456176759,29.8037177935791,13.86800003051758,82,107,100
-85.30152167358399,29.8037120715332,17.90999984741211,167,167,150
-85.30152167358399,29.8037120715332,17.33099937438965,167,167,150
-85.30153693237305,29.803713978881834,12.39000034332275,148,156,122
-85.30160559692384,29.803721608276366,13.53899955749512,127,152,116
-85.30161322631837,29.803723515625,12.28999996185303,127,152,116
-85.3015979675293,29.803719700927733,13.36900043487549,130,154,124
-85.30158270874024,29.803715886230467,16.64800071716309,148,150,135
-85.30159033813477,29.8037177935791,13.26799964904785,133,150,125
-85.30156744995118,29.803713978881834,18.26099967956543,136,145,126
-85.30155982055665,29.8037120715332,18.22100067138672,134,143,129
-85.30157507934571,29.803713978881834,14.52099990844727,141,157,132
-85.30155219116212,29.80371016418457,18.49799919128418,134,143,129
-85.30154456176759,29.803706349487303,18.54999923706055,153,154,126
-85.30153693237305,29.80370444213867,18.63899993896484,156,163,133
-85.30155982055665,29.803708256835936,12.75,134,143,129
-85.30152930297852,29.803702534790038,18.62899971008301,160,170,142
-85.30155219116212,29.803708256835936,10.89099979400635,105,114,101
-85.30153693237305,29.80370444213867,14.02999973297119,156,163,133
-85.30161322631837,29.8037177935791,12.56099987030029,127,152,116
-85.30160559692384,29.803715886230467,12.93900012969971,135,158,117
-85.30159033813477,29.8037120715332,15.48999977111816,148,162,132
-85.3015979675293,29.803713978881834,13.00899982452393,135,158,117
-85.30157507934571,29.803708256835936,17.52000045776367,141,157,132
-85.30158270874024,29.80371016418457,15.06900024414063,145,162,131
-85.30159033813477,29.8037120715332,12.96000003814697,148,162,132
-85.30156744995118,29.803706349487303,17.99799919128418,159,164,148
-85.30157507934571,29.803708256835936,14.6879997253418,141,157,132
-85.30155982055665,29.80370444213867,18.29999923706055,151,158,136
-85.30157507934571,29.803706349487303,14.36800003051758,156,165,133
-85.30155219116212,29.803702534790038,18.09900093078613,153,154,126
-85.30156744995118,29.80370444213867,13.58800029754639,159,164,148
-85.30154456176759,29.803700627441405,18.40099906921387,156,163,133
-85.30155982055665,29.803702534790038,13.35900020599365,151,158,136
-85.30153693237305,29.803698720092772,18.34000015258789,156,163,133
-85.30152930297852,29.803694905395506,18.59000015258789,170,171,152
-85.30153693237305,29.80369681274414,16.77899932861328,170,171,152
-85.30154456176759,29.803698720092772,13.50899982452393,156,163,133
-85.30152930297852,29.80369681274414,14.42000007629395,170,171,152
-85.30152167358399,29.803692998046873,16.70000076293945,155,158,144
-85.30152167358399,29.803692998046873,14.70100021362305,155,155,135
-85.30160559692384,29.80370444213867,15.64799976348877,157,168,137
-85.3015979675293,29.803702534790038,15.5600004196167,170,175,153
-85.30160559692384,29.80370444213867,12.88099956512451,157,168,137
-85.30158270874024,29.803700627441405,17.67799949645996,171,177,158
-85.30159033813477,29.803700627441405,14.88000011444092,171,177,158
-85.3015979675293,29.803702534790038,12.71000003814697,170,175,153
-85.30157507934571,29.803698720092772,17.69099998474121,169,171,143
-85.30157507934571,29.803698720092772,15.98999977111816,156,165,133
-85.30158270874024,29.803700627441405,14.72799968719482,171,177,158
-85.30156744995118,29.80369681274414,17.42799949645996,173,176,159
-85.30158270874024,29.803698720092772,13.20100021362305,156,165,133
-85.30155982055665,29.803692998046873,17.9680004119873,162,167,142
-85.30155219116212,29.80369109069824,17.8799991607666,165,165,134
-85.30154456176759,29.803689183349608,17.84000015258789,173,173,150
-85.30152930297852,29.803687276000975,18.26099967956543,175,170,149
-85.30152167358399,29.803685368652342,17.95000076293945,166,166,147
-85.30152167358399,29.80368346130371,17.13899993896484,166,166,147
-85.30152167358399,29.803685368652342,15.28899955749512,166,166,147
-85.30152930297852,29.803685368652342,14.38000011444092,175,170,149
-85.30152167358399,29.80368346130371,14.9689998626709,166,166,147
-85.30160559692384,29.80369681274414,15.57800006866455,164,172,141
-85.30161322631837,29.803698720092772,12.25,162,176,140
-85.3015979675293,29.803694905395506,15.49899959564209,180,179,158
-85.30160559692384,29.80369681274414,12.63099956512451,164,172,141
-85.30158270874024,29.80369109069824,16.67000007629395,186,187,167
-85.30159033813477,29.803692998046873,13.60000038146973,180,179,158
-85.30157507934571,29.803689183349608,17.31900024414063,183,185,161
-85.30158270874024,29.80369109069824,13.56999969482422,186,187,167
-85.30156744995118,29.803687276000975,17.23999977111816,178,178,162
-85.30155982055665,29.803685368652342,16.73100090026855,174,173,150
-85.30155219116212,29.80368346130371,17.30999946594238,145,155,121
-85.30155982055665,29.803685368652342,13.06099987030029,174,173,150
-85.30154456176759,29.803681553955077,17.17900085449219,156,161,133
-85.30155219116212,29.80368346130371,12.75,174,173,150
-85.30153693237305,29.803679646606444,16.81900024414063,165,168,143
-85.30153693237305,29.80367773925781,14.67899990081787,165,168,143
-85.30152167358399,29.803675831909178,15.17899990081787,142,154,136
-85.30152930297852,29.80367773925781,13.79800033569336,165,168,143
-85.3016208557129,29.803687276000975,10.89099979400635,177,180,161
-85.30160559692384,29.803685368652342,13.18000030517578,156,162,142
-85.30161322631837,29.803685368652342,11.07999992370605,168,174,144
-85.30158270874024,29.803679646606444,16.52899932861328,189,190,169
-85.3015979675293,29.80368346130371,12.57900047302246,162,166,153
-85.30160559692384,29.803685368652342,9.50100040435791,156,162,142
-85.30161322631837,29.803685368652342,8.65900039672852,168,174,144
-85.30157507934571,29.80367773925781,16.59900093078613,192,190,169
-85.30159033813477,29.803679646606444,13.42000007629395,181,183,165
-85.30156744995118,29.803675831909178,16.70899963378906,163,173,145
-85.30155982055665,29.803673924560545,16.49900054931641,146,163,133
-85.30156744995118,29.803675831909178,15.04800033569336,163,173,145
-85.30155219116212,29.803672017211913,17.12100028991699,130,145,115
-85.30154456176759,29.80367010986328,16.62100028991699,139,147,119
-85.30153693237305,29.803668202514647,16.4680004119873,146,152,128
-85.30154456176759,29.80367010986328,14.8100004196167,146,152,128
-85.30155219116212,29.80367010986328,12.56999969482422,139,147,119
-85.30155219116212,29.80367010986328,8.87899971008301,144,163,130
-85.30152930297852,29.80366438781738,15.23999977111816,154,158,140
-85.30153693237305,29.803668202514647,11.16800022125244,146,152,128
-85.30152167358399,29.80366248046875,14.9379997253418,154,158,140
-85.30152167358399,29.80366438781738,13.86800003051758,154,158,140
-85.30152930297852,29.803666295166014,10.89999961853027,156,164,137
-85.30151404418946,29.80366248046875,13.17000007629395,196,194,178
-85.30152167358399,29.80366248046875,10.79899978637695,154,158,140
-85.30151404418946,29.80366248046875,10.85999965667725,196,194,178
-85.3016208557129,29.803681553955077,12.77999973297119,177,180,161
-85.30160559692384,29.80367773925781,14.17000007629395,130,145,117
-85.30161322631837,29.803679646606444,12.75899982452393,125,142,119
-85.3015979675293,29.803675831909178,13.93900012969971,159,165,146
-85.30160559692384,29.80367773925781,12.42099952697754,130,145,117
-85.30160559692384,29.80367773925781,10.73799991607666,130,145,117
-85.30161322631837,29.80367773925781,9.80799961090088,125,142,119
-85.30158270874024,29.803672017211913,16.49900054931641,181,183,165
-85.30157507934571,29.80367010986328,16.55999946594238,190,192,172
-85.30158270874024,29.803672017211913,13.7189998626709,181,183,165
-85.30159033813477,29.803673924560545,8.55000019073486,159,165,146
-85.30155982055665,29.803666295166014,16.73999977111816,144,163,130
-85.30155982055665,29.803668202514647,15.28899955749512,164,174,142
-85.30155219116212,29.80366438781738,16.34000015258789,139,147,119
-85.30155982055665,29.803666295166014,15.00800037384033,144,163,130
-85.30154456176759,29.80366248046875,15.29800033569336,139,147,119
-85.30155219116212,29.80366438781738,12.99100017547607,144,163,130
-85.30156744995118,29.803666295166014,8.80900001525879,164,174,142
-85.30154456176759,29.80366248046875,13.79800033569336,162,169,143
-85.30155982055665,29.80366438781738,9.34799957275391,144,163,130
-85.30155982055665,29.80366438781738,8.48900032043457,144,163,130
-85.30154456176759,29.803660573120116,11.51799964904785,162,169,143
-85.30155219116212,29.80366248046875,9.9399995803833,139,147,119
-85.30152930297852,29.803658665771483,14.4689998626709,170,164,153
-85.30153693237305,29.803660573120116,10.82999992370605,162,169,143
-85.30152167358399,29.80365675842285,14.25899982452393,170,164,153
-85.30152930297852,29.80365675842285,12.01799964904785,170,164,153
-85.30152930297852,29.803658665771483,10.44900035858154,153,164,140
-85.30152167358399,29.803654851074217,11.86900043487549,170,164,153
-85.30162848510743,29.803675831909178,11.10999965667725,115,142,105
-85.30162848510743,29.803673924560545,10.61900043487549,115,142,105
-85.30161322631837,29.803672017211913,12.24100017547607,125,142,119
-85.30161322631837,29.803672017211913,11.26799964904785,125,142,119
-85.3016208557129,29.803673924560545,10.14999961853027,120,146,119
-85.3015979675293,29.803668202514647,13.85900020599365,130,135,113
-85.30161322631837,29.803672017211913,9.6899995803833,125,142,119
-85.30159033813477,29.803666295166014,13.85000038146973,150,158,134
-85.30160559692384,29.803668202514647,11.0310001373291,130,135,113
-85.30159033813477,29.80366438781738,13.31099987030029,175,175,155
-85.30159033813477,29.803666295166014,11.01900005340576,150,158,134
-85.3015979675293,29.803668202514647,9.27799987792969,130,135,113
-85.30157507934571,29.80366248046875,15.74899959564209,176,175,153
-85.30158270874024,29.80366438781738,11.76799964904785,175,175,155
-85.30159033813477,29.803666295166014,9.03999996185303,150,158,134
-85.30156744995118,29.803660573120116,15.13000011444092,176,175,153
-85.30157507934571,29.80366248046875,11.43000030517578,190,192,172
-85.30155982055665,29.803658665771483,13.96000003814697,165,170,143
-85.30156744995118,29.803660573120116,10.97000026702881,176,175,153
-85.30155219116212,29.80365675842285,13.97799968719482,157,165,137
-85.30155982055665,29.803658665771483,12.10099983215332,165,170,143
-85.30157507934571,29.803660573120116,8.30000019073486,176,175,153
-85.30154456176759,29.803654851074217,14.00899982452393,157,165,137
-85.30155219116212,29.803654851074217,9.78999996185303,157,165,137
-85.30153693237305,29.80365103637695,12.46000003814697,173,173,148
-85.30154456176759,29.803652943725584,9.77799987792969,164,170,145
-85.30152167358399,29.80364912902832,13.77099990844727,174,168,156
-85.30152930297852,29.80364912902832,12.31999969482422,174,168,156
-85.30152167358399,29.80364912902832,10.27799987792969,174,168,156
-85.30162848510743,29.80366438781738,11.39000034332275,133,144,113
-85.30163611450196,29.80366438781738,9.77799987792969,133,144,113
-85.3016208557129,29.80366248046875,11.92099952697754,157,166,127
-85.3016208557129,29.80366248046875,10.36900043487549,128,155,115
-85.30162848510743,29.80366438781738,9.30900001525879,133,144,113
-85.30161322631837,29.803660573120116,11.69799995422363,126,141,104
-85.3016208557129,29.803660573120116,10.07999992370605,157,166,127
-85.30160559692384,29.803658665771483,11.75899982452393,114,135,102
-85.30160559692384,29.803658665771483,10.48799991607666,126,141,104
-85.30161322631837,29.803660573120116,8.91800022125244,126,141,104
-85.3015979675293,29.80365675842285,10.07999992370605,114,135,102
-85.30160559692384,29.80365675842285,9.00100040435791,114,135,102
-85.30159033813477,29.803654851074217,11.53999996185303,155,151,147
-85.3015979675293,29.803654851074217,9.62899971008301,113,115,116
